THEORY_L2_MIQAT_DEF_TEXT,Микат — это установленная граница. перед которой паломник должен вступить в ихрам. Пророк ﷺ определил 5 микатов для паломников из разных регионов.,"Mikat je određena granica prije koje hodočasnik mora ući u ihram. Poslanik, sallallahu alejhi ve sellem, odredio je pet mikata za hodočasnike iz različitih regija.",Një mikat është një kufi i caktuar para të cilit një haxhi duhet të hyjë në ihram. Profeti (paqja dhe bekimet e Allahut qofshin mbi të) caktoi pesë mikate për haxhinjtë nga rajone të ndryshme.,"Mikat, hacı adayının ihrama girmesi gereken belirlenmiş sınırdır. Peygamberimiz (sallallahu aleyhi ve sallam), farklı bölgelerden gelen hacılar için beş mikat belirlemiştir.",الميقات هو حدٌّ مُحدَّد يجب على الحاج أن يدخل الإحرام عنده. وقد خصّص النبي صلى الله عليه وسلم خمسة ميقات للحجاج القادمين من مناطق مختلفة.,Miqat adalah batas yang telah ditentukan sebelum seorang jamaah haji harus memasuki ihram. Nabi Muhammad shallallahu alaihi wa sallam menetapkan lima miqat untuk jamaah haji dari berbagai daerah.,A miqat is a designated boundary before which a pilgrim must enter ihram. The Prophet (peace and blessings of Allaah be upon him) designated five miqats for pilgrims from different regions.
,,,,,,,
THEORY_L2_MIQAT_COUNT_TITLE,Сколько микатов установил пророк ﷺ?,"Koliko je mikata Poslanik, s.a.v.s., uspostavio?",Sa mikate vendosi Profeti (paqja dhe bekimet e Allahut qofshin mbi të)?,Peygamber ﷺ kaç mikat kurmuştur?,كم عدد الميقات التي أنشأها النبي ﷺ؟,Berapa banyak miqat yang didirikan oleh Nabi ﷺ?,How many miqat did the Prophet ﷺ establish?
THEORY_L2_MIQAT_COUNT_TEXT,Пророк Мухаммад ﷺ установил 5 микатов для паломников из разных регионов: Зуль-Хуляйфа (для жителей Медины). Джухфа (для сирийцев). Карн аль-Маназиль (для жителей Неджда). Яламлам (для йеменцев). Зат-Ирк (для иракцев).,"Poslanik Muhammed, s.a.v.s., uspostavio je 5 mikata za hodočasnike iz različitih regija: Zul-Hulejfa (za stanovnike Medine), Džuhfa (za Sirijce), Karn el-Menazil (za stanovnike Nedžda), Jalamlam (za Jemence) i Zat-Irk (za Iračane).","Profeti Muhamed (paqja qoftë mbi të) vendosi 5 mikate për pelegrinët nga rajone të ndryshme: Dhul-Hulejfe (për banorët e Medinës), Xhuhfe (për sirianët), Karn el-Manazil (për banorët e Nexhdit), Jelemlem (për jemenasit) dhe Dhat-Irk (për irakianët).","Peygamber Muhammed ﷺ, farklı bölgelerden gelen hacılar için 5 mikat kurmuştur: Zül-Hüleyfe (Medine halkı için), Cühfe (Suriye halkı için), Karn el-Menazil (Necd halkı için), Yalamlam (Yemen halkı için) ve Dhat-Irq (Irak halkı için).",أنشأ النبي محمد ﷺ خمسة ميقات للحجاج من مناطق مختلفة: ذي الحليفة (لسكان المدينة المنورة)، والجحفة (للسوريين)، وقرن المنازل (لسكان نجد)، ويلملم (لليمنيين)، وذات عرق (للعراقيين).,"Nabi Muhammad ﷺ menetapkan 5 miqat untuk para peziarah dari berbagai daerah: Dzul-Hulayfah (untuk penduduk Madinah), Juhfah (untuk penduduk Suriah), Qarn al-Manazil (untuk penduduk Najd), Yalamlam (untuk penduduk Yaman), dan Dhat-Irq (untuk penduduk Irak).","The Prophet Muhammad ﷺ established 5 miqat for pilgrims from different regions: Dhul-Hulayfah (for the residents of Medina), Juhfah (for the Syrians), Qarn al-Manazil (for the residents of Najd), Yalamlam (for the Yemenis), and Dhat-Irq (for the Iraqis)."
,,,,,,,
THEORY_L2_PLANE_MIQAT_TITLE,Как быть при пересечении миката на самолёте?,Šta učiniti prilikom prelaska mikata avionom?,Çfarë duhet të bëni kur kaloni mikatin me aeroplan?,Uçakla mikattan geçerken ne yapılmalı?,ماذا تفعل عند عبور الميقات بالطائرة؟,Apa yang harus dilakukan saat melintasi miqat dengan pesawat terbang?,What to do when crossing the miqat by plane?
THEORY_L2_PLANE_MIQAT_TEXT,При пересечении миката на самолете нужно заранее надеть ихрам и сделать намерение. Бортпроводники обычно объявляют о приближении к микату. Нельзя пересекать микат без ихрама.,"Prilikom prelaska mikata u avionu, morate obući ihram i unaprijed izraziti namjeru. Stjuardese obično najavljuju prilazak mikatu. Ne možete preći mikat bez ihrama.","Kur kaloni mikatin në aeroplan, duhet të vishni ihramin dhe të bëni nijetin paraprakisht. Asistentët e fluturimit zakonisht njoftojnë kur afroheni te mikati. Nuk mund ta kaloni mikatin pa ihram.",Uçakta mikattan geçerken ihram giymeli ve önceden niyet etmelisiniz. Kabin görevlileri genellikle mikat yaklaşırken anons yaparlar. İhram giymeden mikattan geçemezsiniz.,عند عبور الميقات بالطائرة، يجب الإحرام ونية العبور مسبقاً. عادةً ما يُعلن طاقم الطائرة عن ذلك عند الاقتراب من الميقات. لا يجوز عبور الميقات بدون إحرام.,"Saat melewati miqat di pesawat, Anda harus mengenakan ihram dan berniat terlebih dahulu. Pramugari biasanya akan mengumumkan saat mendekati miqat. Anda tidak dapat melewati miqat tanpa ihram.","When crossing the miqat on a plane, you must put on ihram and make the intention in advance. Flight attendants usually announce when approaching the miqat. You cannot cross the miqat without ihram."
,,,,,,,
THEORY_L2_NIYYAH_UMRAH_TITLE,Какое намерение делается для умры?,Koja je namjera za Umru?,Cili është qëllimi i Umres?,Umreye çıkmanın amacı nedir?,ما هي الغاية من العمرة؟,Apa tujuan dari ibadah Umrah?,What is the intention for Umrah?
THEORY_L2_NIYYAH_UMRAH_TEXT,"Намерение делается в сердце. а также произносится: ""Лаббайка умратан"" (Вот я перед Тобой с намерением совершить умру). Это вводит паломника в состояние ихрама.","Namjera se čini u srcu i izgovara se sljedeće: ""Labbayka 'umratan"" (Evo me pred Tobom s namjerom da obavim umru). Ovo dovodi hodočasnika u stanje ihrama.","Qëllimi bëhet në zemër dhe thuhet: ""Labbayka 'umratan"" (Ja ku jam para Teje me qëllimin për të kryer 'umren). Kjo e sjell haxhiun në gjendjen e ihramit.","Kalpte niyet edilir ve şu sözler söylenir: ""Labbayka 'umratan"" (Umre yapma niyetiyle huzurundayım). ​​Bu, hacıyı ihram haline sokar.","تُعقد النية في القلب، ويُقال: ""لبيك عمرتان"" (ها أنا ذا بين يديك عازم على أداء العمرة). وهذا يُدخل الحاج في حالة الإحرام.","Niat dibuat dalam hati dan diucapkan: ""Labbayka 'umratan"" (Aku datang menghadap-Mu dengan niat melaksanakan umrah). Ini membawa jamaah ke dalam keadaan ihram.","The intention is made in the heart and the following is said: ""Labbayka 'umratan"" (Here I am before You with the intention of performing 'umrah). This brings the pilgrim into the state of ihram."
,,,,,,,
THEORY_L2_CROSS_ERROR_TITLE,Что делать. если пересек микат без ихрама?,Šta trebam učiniti ako pređem mikat bez ihrama?,Çfarë duhet të bëj nëse e kaloj mikatin pa ihram?,İhramsız olarak mikat bölgesini geçersem ne yapmalıyım?,ماذا أفعل إذا عبرت الميقات بدون إحرام؟,Apa yang harus saya lakukan jika saya melewati miqat tanpa ihram?,What should I do if I cross the miqat without ihram?
THEORY_L2_CROSS_ERROR_TEXT,Если паломник пересек микат без ихрама. он обязан вернуться к микату и вступить в ихрам. Если это невозможно. нужно принести жертву (дам) в Мекке.,"Ako hodočasnik pređe mikat bez ihrama, mora se vratiti u mikat i ući u ihram. Ako to nije moguće, mora prinijeti žrtvu (dam) u Meki.","Nëse një haxhi kalon mikatin pa ihram, ai duhet të kthehet në mikat dhe të hyjë në ihram. Nëse kjo nuk është e mundur, ai duhet të bëjë një kurban (dam) në Mekë.","Bir hacı ihram giymeden mikattan geçerse, mikattan geri dönüp ihram giymelidir. Bu mümkün değilse, Mekke'de kurban (dam) kesmelidir.",إذا عبر الحاج الميقات دون إحرام، فعليه العودة إلى الميقات والإحرام. فإن لم يتيسر له ذلك، فعليه أن يضحي في مكة.,"Jika seorang jamaah haji melewati miqat tanpa ihram, ia harus kembali ke miqat dan mengenakan ihram. Jika hal ini tidak memungkinkan, ia harus mempersembahkan kurban (dam) di Mekah.","If a pilgrim crosses the miqat without ihram, he must return to the miqat and enter ihram. If this is not possible, he must offer a sacrifice (dam) in Mecca."
,,,,,,,
THEORY_L2_MIQAT_REGIONS_TITLE,Откуда пророк ﷺ определил микаты?,"Gdje je Poslanik, s.a.v.s., odredio mikate?",Ku i përcaktoi Profeti (paqja dhe bekimet e Allahut qofshin mbi të) mikatet?,Peygamber ﷺ mikatları nerede belirledi?,أين حدد النبي ﷺ الميقات؟,Di manakah Nabi ﷺ menentukan miqat-miqat tersebut?,Where did the Prophet ﷺ determine the miqats?
THEORY_L2_MIQAT_REGIONS_TEXT,Пророк ﷺ определил микаты для разных регионов: Зуль-Хуляйфа — для людей Медины. Джухфа — для сирийцев и египтян. Карн аль-Маназиль — для жителей Неджда. Яламлам — для йеменцев. Зат-Ирк — для иракцев.,"Poslanik, s.a.v.s., odredio je mikate za različite regije: Zul-Hulejfa za stanovnike Medine; Džuhfa za Sirijce i Egipćane; Karn-ul-Menazil za stanovnike Nedžda; Jalamlam za Jemence; i Zat-Irk za Iračane.",Profeti (paqja dhe bekimet e Allahut qofshin mbi të) caktoi mikate për rajone të ndryshme: Dhul-Hulejfe për banorët e Medinës; Xhuhfe për sirianët dhe egjiptianët; Karn el-Menazil për banorët e Nexhdit; Jelemlem për jemenasit; dhe Dhat-Irk për irakianët.,Peygamberimiz ﷺ farklı bölgeler için mikatlar belirlemiştir: Medine halkı için Zül-Huleyfe; Suriyeliler ve Mısırlılar için Cühfe; Necd halkı için Karn el-Menazil; Yemenliler için Yalamlam; ve Iraklılar için Dhat-Irq.,وقد خصص النبي ﷺ الميقات لمناطق مختلفة: ذي الحليفة لأهل المدينة؛ والجحفة للسوريين والمصريين؛ وقرن المنازل لأهل نجد؛ ويلملم لليمنيين؛ وذات عرق للعراقيين.,Nabi ﷺ menetapkan miqat untuk berbagai wilayah: Dhul-Hulayfah untuk penduduk Madinah; Juhfa untuk penduduk Suriah dan Mesir; Qarn al-Manazil untuk penduduk Najd; Yalamlam untuk penduduk Yaman; dan Dhat-Irq untuk penduduk Irak.,The Prophet ﷺ designated miqats for different regions: Dhul-Hulayfah for the people of Medina; Juhfa for the Syrians and Egyptians; Qarn al-Manazil for the people of Najd; Yalamlam for the Yemenis; and Dhat-Irq for the Iraqis.
,,,,,,,
Q2_MIQAT_DEFINITION,Что такое микат?,Šta je mikat?,Çfarë është mikati?,Mikat nedir?,ما هو الميقات؟,Apa itu miqat?,What is miqat?
Q2_OPT_1_SACRED_MOUNTAIN,Священная гора,Sveta planina,Mali i Shenjtë,Kutsal Dağ,الجبل المقدس,Gunung Suci,Sacred Mountain
Q2_OPT_2_IHRAM_BOUNDARY,Граница для вступления в ихрам,Granica za ulazak u ihram,Kufiri për të hyrë në ihram,İhrama giriş sınırı,حدود دخول الإحرام,Batasan untuk memasuki ihram,The boundary for entering ihram
Q2_OPT_3_PRAYER_PLACE,Место молитвы,Mjesto molitve,Vendi i lutjes,dua yeri,مكان للصلاة,Tempat berdoa,Place of prayer
Q2_OPT_4_CITY_GATE,Городские ворота,Gradske kapije,Portat e Qytetit,Şehir Kapıları,بوابات المدينة,Gerbang Kota,City Gates
Q2_EXPL_MIQAT_DEF,Микат — это установленная граница. перед которой паломник должен вступить в ихрам.,Mikat je određena granica prije koje hodočasnik mora ući u ihram.,Një mikat është një kufi i caktuar para të cilit një pelegrin duhet të hyjë në ihram.,"Mikat, hacı adayının ihrama girmesi gereken belirlenmiş sınırdır.",الميقات هو حدٌّ مُعيَّن يجب على الحاج أن يدخل الإحرام أمامه.,Miqat adalah batas yang telah ditentukan sebelum seorang peziarah harus memasuki ihram.,A miqat is a designated boundary before which a pilgrim must enter ihram.
,,,,,,,
Q2_MIQAT_COUNT,Сколько микатов установил пророк ﷺ?,"Koliko je mikata Poslanik, s.a.v.s., uspostavio?",Sa mikate vendosi Profeti (paqja dhe bekimet e Allahut qofshin mbi të)?,Peygamber ﷺ kaç mikat kurmuştur?,كم عدد الميقات التي أنشأها النبي ﷺ؟,Berapa banyak miqat yang didirikan oleh Nabi ﷺ?,How many miqat did the Prophet ﷺ establish?
Q2_OPT_1_THREE,Три,Tri,Tre,Üç,ثلاثة,Tiga,Three
Q2_OPT_2_FOUR,Четыре,Četiri,Katër,Dört,أربعة,Empat,Four
Q2_OPT_3_FIVE,Пять,Pet,Pesë,Beş,خمسة,Lima,Five
Q2_OPT_4_SIX,Шесть,Šest,Gjashtë,Altı,ستة,Enam,Six
Q2_EXPL_MIQAT_COUNT,Пророк Мухаммад ﷺ установил 5 микатов для паломников из разных регионов.,"Poslanik Muhammed, s.a.v.s., uspostavio je 5 mikata za hodočasnike iz različitih regija.",Profeti Muhamed (paqja qoftë mbi të) krijoi 5 mikate për pelegrinët nga rajone të ndryshme.,"Peygamber Muhammed ﷺ, farklı bölgelerden gelen hacılar için 5 mikat kurmuştur.",أنشأ النبي محمد ﷺ خمسة ميقات للحجاج من مختلف المناطق.,Nabi Muhammad ﷺ mendirikan 5 miqat untuk para peziarah dari berbagai daerah.,Prophet Muhammad ﷺ established 5 miqats for pilgrims from different regions.
,,,,,,,
Q2_PLANE_MIQAT,Что нужно делать при пересечении миката на самолёте?,Šta treba uraditi prilikom prelaska mikata avionom?,Çfarë duhet të bëni kur kaloni mikatin me aeroplan?,Uçakla mikattan geçerken ne yapmalısınız?,ماذا يجب عليك فعله عند عبور الميقات بالطائرة؟,Apa yang harus Anda lakukan saat melintasi miqat dengan pesawat terbang?,What should you do when crossing the miqat by plane?
Q2_OPT_1_PRAY_ON_PLANE,Просто помолиться в самолёте,Samo se moli u avionu,Thjesht lutu në aeroplan,Uçakta dua edin yeter.,صلِّ فقط على متن الطائرة,Berdoalah saja di pesawat.,Just pray on the plane
Q2_OPT_2_WEAR_IHRAM_BEFORE_CROSS,Надеть ихрам и сделать намерение до пересечения,Obucite ihram i dajte namjeru prije prelaska.,Vish ihramin dhe bëj nijetin para se të kalosh kryqin.,İhram giyin ve karşıya geçmeden önce niyet edin.,ارتدِ الإحرام ونفّذ النية قبل العبور,Kenakan pakaian ihram dan niatkan sebelum menyeberang.,Put on ihram and make the intention before crossing
Q2_OPT_3_WAIT_LANDING,Подождать посадки в Мекке,Sačekajte slijetanje u Meku,Prisni uljen në Mekë,Mekke'ye inişi bekleyin.,انتظر الهبوط في مكة المكرمة,Tunggu hingga mendarat di Mekah,Wait for landing in Mecca
Q2_OPT_4_IGNORE_MIQAT,Пропустить микат,Preskoči mikat,Anashkaloni mikatin,Miqat'ı atlayın,تخطَّ الميقات,Lewati miqat,Skip the miqat
Q2_EXPL_PLANE_MIQAT,При пересечении миката на самолете нужно заранее надеть ихрам и сделать намерение. Нельзя пересекать микат без ихрама.,"Prilikom prelaska mikata avionom, morate obući ihram i unaprijed izraziti namjeru. Nije dozvoljeno preći mikat bez ihrama.","Kur kalon mikatin me aeroplan, duhet të veshësh ihram dhe të bësh nijetin paraprakisht. Nuk lejohet të kalosh mikatin pa ihram.",Uçakla mikattan geçerken ihram giymek ve önceden niyet etmek zorunludur. İhram giymeden mikattan geçmek caiz değildir.,عند عبور الميقات بالطائرة، يجب ارتداء الإحرام ونية العبور مسبقاً. ولا يجوز عبور الميقات بدون إحرام.,"Saat melintasi miqat dengan pesawat, Anda wajib mengenakan ihram dan berniat terlebih dahulu. Tidak diperbolehkan melintasi miqat tanpa ihram.","When crossing the miqat by plane, you must don ihram and make the intention in advance. It is not permitted to cross the miqat without ihram."
,,,,,,,
Q2_NIYYAH_UMRAH,Какое намерение произносится для умры?,Koja je namjera za Umru?,Cili është qëllimi i Umres?,Umreye çıkmanın amacı nedir?,ما هي الغاية من العمرة؟,Apa tujuan dari ibadah Umrah?,What is the intention for Umrah?
Q2_OPT_1_ALLAHU_AKBAR,Аллаху Акбар,Allahu Akbar,Allahu Ekber,Allahu Ekber,الله أكبر,Allahu Akbar,Allahu Akbar
Q2_OPT_2_LABBAYKA_UMRATAN,Лаббайка умратан,Labbayka umratan,Labbayka umratan,Labbayka umratan,لبيك عمرتان,Labbayka umratan,Labbayka umratan
Q2_OPT_3_SUBHANALLAH,Субханаллах,Subhanallah,Subhanallah,Sübhanallah,سبحان الله,Subhanallah,Subhanallah
Q2_OPT_4_BISMILLAH,Бисмиллах,Bismillah,Bismilah,Bismillahirrahmanirrahim,بسم الله,Bismillahirrah,Bismillah
Q2_EXPL_NIYYAH,"Намерение делается в сердце. а также произносится: ""Лаббайка умратан"" (Вот я перед Тобой с намерением совершить умру).","Namjera se čini u srcu i također se kaže: ""Labbaika umratan"" (Evo me pred Tobom s namjerom da izvršim umru).","Qëllimi bëhet në zemër dhe gjithashtu thuhet: ""Labbaika umratan"" (Ja ku jam para Teje me qëllimin për të kryer umren).","Kalpte niyet edilir ve kişi şöyle der: ""Labbaika umratan"" (Umre yapma niyetiyle huzurundayım).","يتم وضع النية في القلب ويقول المرء أيضًا: ""لبيك عمرتان"" (ها أنا ذا أمامك بنية أداء العمرة).","Niat dilakukan dalam hati dan seseorang juga mengucapkan: ""Labbaika umratan"" (Aku datang menghadap-Mu dengan niat untuk melaksanakan umrah).","The intention is made in the heart and one also says: ""Labbaika umratan"" (Here I am before You with the intention to perform umra)."
,,,,,,,
Q2_CROSS_WITHOUT_IHRAM,Что делать. если пересек микат без ихрама?,Šta trebam učiniti ako pređem mikat bez ihrama?,Çfarë duhet të bëj nëse e kaloj mikatin pa ihram?,İhramsız olarak mikat bölgesini geçersem ne yapmalıyım?,ماذا أفعل إذا عبرت الميقات بدون إحرام؟,Apa yang harus saya lakukan jika saya melewati miqat tanpa ihram?,What should I do if I cross the miqat without ihram?
Q2_OPT_1_CONTINUE_PATH,Продолжить путь,Nastavite svojim putem,Vazhdo rrugën tënde,Yolunuza devam edin.,تابع طريقك,Lanjutkan perjalanan Anda,Continue on your way
Q2_OPT_2_RETURN_TO_MIQAT,Вернуться к микату,Povratak u mikat,Kthehu në mikat,Miqat'a geri dön,العودة إلى ميقات,Kembali ke miqat,Return to miqat
Q2_OPT_3_IGNORE_ERROR,Игнорировать ошибку,Ignorišite grešku,Injoroje gabimin,Hatayı görmezden gelin.,تجاهل الخطأ,Abaikan kesalahan tersebut,Ignore the error
Q2_OPT_4_START_TAWAF,Начать таваф,Započni tavaf,Filloni tavafin,Tavaf'a başlayın,ابدأ الطواف,Mulai tawaf,Start tawaf
Q2_EXPL_CROSS_ERROR,Если паломник пересек микат без ихрама. он обязан вернуться к микату и вступить в ихрам. Если это невозможно. нужно принести жертву (дам) в Мекке.,"Ako hodočasnik pređe mikat bez ihrama, mora se vratiti u mikat i ući u ihram. Ako to nije moguće, mora prinijeti žrtvu (dam) u Meki.","Nëse një haxhi kalon mikatin pa ihram, ai duhet të kthehet në mikat dhe të hyjë në ihram. Nëse kjo nuk është e mundur, ai duhet të bëjë një kurban (dam) në Mekë.","Bir hacı ihram giymeden mikattan geçerse, mikattan geri dönüp ihram giymelidir. Bu mümkün değilse, Mekke'de kurban (dam) kesmelidir.",إذا عبر الحاج الميقات دون إحرام، فعليه العودة إلى الميقات والإحرام. فإن لم يتيسر له ذلك، فعليه أن يضحي في مكة.,"Jika seorang jamaah haji melewati miqat tanpa ihram, ia harus kembali ke miqat dan mengenakan ihram. Jika hal ini tidak memungkinkan, ia harus mempersembahkan kurban (dam) di Mekah.","If a pilgrim crosses the miqat without ihram, he must return to the miqat and enter ihram. If this is not possible, he must offer a sacrifice (dam) in Mecca."
,,,,,,,
Q2_MIQAT_REGIONS,Для паломников из разных регионов микаты...,Za hodočasnike iz različitih regija Mikate...,Për pelegrinët nga rajone të ndryshme të Mikatës...,Mikata'nın farklı bölgelerinden gelen hacılar için...,للحجاج من مختلف مناطق ميكاتا...,Untuk para peziarah dari berbagai wilayah Mikata...,For pilgrims from different regions of Mikata...
Q2_OPT_1_ONE_FOR_ALL,Один для всех,Jedan za sve,Një për të gjithë,Herkes için bir tane,واحد للجميع,Satu untuk semua,One for all
Q2_OPT_2_DIFFERENT_FOR_REGIONS,Разные для разных регионов,Različito za različite regije,Të ndryshme për rajone të ndryshme,Bölgelere göre farklılık gösterir.,تختلف باختلاف المناطق,Berbeda untuk setiap wilayah,Different for different regions
Q2_OPT_3_ONLY_IN_MECCA,Только в Мекке,Samo u Meki,Vetëm në Mekë,Sadece Mekke'de,فقط في مكة المكرمة,Hanya di Mekah,Only in Mecca
Q2_OPT_4_ONLY_IN_MEDINA,Только в Медине,Samo u Medini,Vetëm në Medinë,Sadece Medine'de,فقط في المدينة المنورة,Hanya di Madinah,Only in Medina
Q2_EXPL_MIQAT_REGIONS,Пророк ﷺ определил 5 разных микатов для паломников из разных регионов.,"Poslanik, s.a.v.s., definirao je 5 različitih mikata za hodočasnike iz različitih regija.",Profeti (paqja dhe bekimet e Allahut qofshin mbi të) përcaktoi 5 mikate të ndryshme për pelegrinët nga rajone të ndryshme.,"Peygamberimiz ﷺ, farklı bölgelerden gelen hacılar için 5 farklı mikat belirlemiştir.",حدد النبي ﷺ خمسة ميقات مختلفة للحجاج من مناطق مختلفة.,Nabi ﷺ menetapkan 5 miqat berbeda untuk para peziarah dari berbagai daerah.,The Prophet ﷺ defined 5 different miqats for pilgrims from different regions.
,,,,,,,
Q2_MIQAT_EGYPTIANS,Какой микат для паломников из Египта и Сирии?,Šta je mikat za hodočasnike iz Egipta i Sirije?,Çfarë është mikati për pelegrinët nga Egjipti dhe Siria?,Mısır ve Suriye'den gelen hacılar için mikat nedir?,ما هو الميقات للحجاج من مصر وسوريا؟,Apa itu miqat bagi jamaah haji dari Mesir dan Suriah?,What is the miqat for pilgrims from Egypt and Syria?
Q2_OPT_1_DHUL_HULAYFAH,Зуль-Хуляйфа,Zul-Hulejfa,Dhul-Hulejfa,Zül-Hulayfa,ذي الحليفة,Dhul-Hulayfa,Dhul-Hulayfa
Q2_OPT_2_JUHFAH,Джухфа,Džuhfa,Xhuhfa,Juhfa,جوحفا,Juhfa,Juhfa
Q2_OPT_3_YALAMLAM,Яламлам,Jalamlam,Jalamlam,Yalamlam,يلاملام,Yalamlam,Yalamlam
Q2_OPT_4_DHAT_IRQ,Зат-Ирк,Zat-Irk,Zat-Irk,Zat-Irk,زات إيرك,Zat-Irk,Zat-Irk
Q2_EXPL_MIQAT_EGYPT,Для паломников из Египта и Сирии микатом является Джухфа.,"Za hodočasnike iz Egipta i Sirije, mikat je Džuhfa.","Për pelegrinët nga Egjipti dhe Siria, mikati është Xhuhfa.",Mısır ve Suriye'den gelen hacılar için mikat noktası Juhfa'dır.,بالنسبة للحجاج القادمين من مصر وسوريا، فإن الميقات هو الجحفة.,"Bagi para peziarah dari Mesir dan Suriah, miqatnya adalah Juhfa.","For pilgrims from Egypt and Syria, the miqat is Juhfa."
,,,,,,,
# === LEVEL 3 - ARRIVAL ===,,,,,,,
LEVEL_3_TITLE,Прибытие в Мекку,Dolazak u Meku,Mbërritja në Mekë,Mekke'ye Varış,الوصول إلى مكة المكرمة,Tiba di Mekah,Arrival in Mecca
LEVEL_3_DESC,Подготовка к прибытию и путь до Мекки,Pripreme za dolazak i putovanje u Meku,Përgatitja për mbërritjen dhe udhëtimin për në Mekë,Varışa ve Mekke'ye yolculuğa hazırlık.,الاستعداد للوصول والرحلة إلى مكة المكرمة,Persiapan kedatangan dan perjalanan ke Mekah,Preparing for arrival and the journey to Mecca
,,,,,,,
THEORY_L3_ARRIVAL_TITLE,Куда прибывают паломники?,Gdje hodočasnici stižu?,Ku mbërrijnë pelegrinët?,Hacılar nereye varıyorlar?,أين يصل الحجاج؟,Ke mana para peziarah tiba?,Where do pilgrims arrive?
THEORY_L3_ARRIVAL_TEXT,Паломники прибывают в международный аэропорт Джидды или Медины. Оттуда они отправляются в Мекку.,Hodočasnici stižu na međunarodni aerodrom u Džedi ili Medini. Odatle putuju u Meku.,"Pelegrinët mbërrijnë në Aeroportin Ndërkombëtar të Xhedës ose të Medinës. Prej andej, ata udhëtojnë për në Mekë.",Hacılar Cidde veya Medine Uluslararası Havalimanı'na varırlar. Oradan da Mekke'ye giderler.,يصل الحجاج إلى مطار جدة أو مطار المدينة المنورة الدولي. ومن هناك، يسافرون إلى مكة المكرمة.,"Para jemaah haji tiba di Bandara Internasional Jeddah atau Madinah. Dari sana, mereka melanjutkan perjalanan ke Mekah.","Pilgrims arrive at Jeddah or Medina International Airport. From there, they travel to Mecca."
,,,,,,,
THEORY_L3_TRANSPORT_TITLE,Как добраться до Мекки?,Kako doći do Meke?,Si të shkosh në Mekë?,Mekke'ye nasıl gidilir?,كيف نصل إلى مكة؟,Bagaimana cara menuju Mekah?,How to get to Mecca?
THEORY_L3_TRANSPORT_TEXT,"До Мекки можно добраться: на автобусах с туроператором. на такси или на поезде ""Харамейн"".","Do Meke možete doći: autobusima s turističkim operaterom, taksijem ili vlakom Haramain.","Mund të shkoni në Mekë me: autobusë me një operator turistik, me taksi ose me trenin Haramain.","Mekke'ye şu yollarla ulaşabilirsiniz: tur operatörüyle otobüsle, taksiyle veya Haramain treniyle.",يمكنك الوصول إلى مكة المكرمة عن طريق: الحافلات مع منظم الرحلات السياحية، أو سيارة الأجرة، أو قطار الحرمين.,"Anda dapat menuju Mekah dengan: bus yang dioperasikan oleh operator tur, taksi, atau kereta Haramain.","You can get to Mecca by: buses with a tour operator, by taxi, or by the Haramain train."
,,,,,,,
THEORY_L3_IHRAM_STATUS_TITLE,В каком состоянии находится паломник в пути?,Kakvo je stanje hodočasnika na putu?,Cila është gjendja e një pelegrini gjatë rrugës?,Hac yolculuğundaki bir kişinin durumu nedir?,ما هي حالة الحاج في طريقه؟,Bagaimana kondisi seorang peziarah dalam perjalanan?,What is the condition of a pilgrim on the way?
THEORY_L3_IHRAM_STATUS_TEXT,Важно помнить: паломник уже находится в состоянии ихрама. Все запреты ихрама действуют — нельзя использовать духи. стричь волосы/ногти. ссориться и т.д.,"Važno je zapamtiti: hodočasnik je već u stanju ihrama. Primjenjuju se sve ihramske zabrane - bez parfema, bez kose ili noktiju, bez svađe itd.","Është e rëndësishme të mbahet mend: haxhiu është tashmë në gjendje ihrami. Vlenë të gjitha ndalesat e ihramit - pa parfum, pa flokë apo thonj, pa debate etj.","Unutulmaması gereken önemli bir nokta: Hac yolcusu zaten ihram halindedir. İhramın tüm yasakları geçerlidir; parfüm sürmek, saç ve tırnakları açık bırakmak, tartışmak vb.",من المهم أن نتذكر: أن الحاج يكون في حالة إحرام بالفعل. تنطبق عليه جميع محظورات الإحرام - لا عطر، ولا شعر ولا أظافر، ولا جدال، إلخ.,"Penting untuk diingat: jamaah haji sudah dalam keadaan ihram. Semua larangan ihram berlaku—tidak memakai parfum, tidak boleh menyisir rambut atau kuku, tidak boleh berdebat, dan lain sebagainya.","It's important to remember: the pilgrim is already in a state of ihram. All ihram prohibitions apply—no perfume, no hair or nails, no arguing, etc."
,,,,,,,
THEORY_L3_PROHIBITIONS_TITLE,Что нельзя делать в пути в ихраме?,Šta se ne smije raditi tokom putovanja u ihramu?,Çfarë nuk duhet bërë gjatë udhëtimit në ihram?,İhram halindeyken yolculuk sırasında neler yapılmamalıdır?,ما الذي يجب تجنبه أثناء السفر بالإحرام؟,Apa saja yang sebaiknya tidak dilakukan saat bepergian dalam keadaan ihram?,What should not be done while traveling in ihram?
